run_date,run_timestamp,country,state,geo_scope,category,site_or_source,source_tier,item_key,product_name_raw,pack_size,pack_unit,price_ngn,unit_price_ngn,n_reports,url_or_ref,scrape_status
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,diapers,Boulos Rose Tenders Baby Diapers Maxi 8-19 kg x25,19kg x25,kg,1230,,,https://www.supermart.ng/products/boulos-rose-tenders-baby-diapers-maxi-8-19-kg-x25,ok_no_unit
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,beverage_choc,Bournvita Biscuit 24 g,0.024,kg,80,3333.33,,https://www.supermart.ng/products/bournvita-biscuit-24-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,beverage_choc,Bournvita Biscuit 40 g,0.04,kg,135,3375,,https://www.supermart.ng/products/bournvita-biscuit-40-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,beverage_choc,Bournvita Jar 450 g,0.45,kg,5700,12666.67,,https://www.supermart.ng/products/bournvita-jar-450-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,beverage_choc,Bournvita Jar 900 g,0.9,kg,10140,11266.67,,https://www.supermart.ng/products/bournvita-jar-900-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,beverage_choc,Bournvita Sachet 20 g,0.02,kg,225,11250,,https://www.supermart.ng/products/bournvita-sachet-20-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,beverage_choc,Bournvita Sachet 20 g x10,0.2,kg,2250,11250,,https://www.supermart.ng/products/bournvita-sachet-20-g-x10,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,beverage_choc,Bournvita Sachet 200 g,0.2,kg,475,2375,,https://www.supermart.ng/products/bournvita-sachet-200-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,beverage_choc,Bournvita Sachet 380 g,0.38,kg,4440,11684.21,,https://www.supermart.ng/products/bournvita-sachet-380-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,spaghetti,Brabantia Spaghetti Scoop Black,,,20710,,,https://www.supermart.ng/products/brabantia-spaghetti-scoop-black,ok_no_unit
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,detergent,Bravo Ultra White Detergent 350 g,0.35,kg,660,1885.71,,https://www.supermart.ng/products/bravo-ultra-white-detergent-350-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,detergent,Bravo Ultra White High Foam Detergent Powder 200 g,0.2,kg,460,2300,,https://www.supermart.ng/products/bravo-ultra-white-high-foam-detergent-powder-200-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,detergent,Bravo Ultra White High Foam Detergent Powder 500 g,0.5,kg,865,1730,,https://www.supermart.ng/products/bravo-ultra-white-high-foam-detergent-powder-500-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,bread,Bread & Cheese Portuguese Red Wine 75 cl,75cl,l,365,,,https://www.supermart.ng/products/bread-cheese-portuguese-red-wine-75-cl,ok_no_unit
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,bread,Bread Roll x12,12,piece,1600,133.33,,https://www.supermart.ng/products/bread-roll-x12,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,chicken_frozen,Breeders Choice Dog Chicken & Vegetable In Gravy 400 g,0.4,kg,1275,3187.5,,https://www.supermart.ng/products/breeders-choice-dog-chicken-vegetable-in-gravy-400-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,chicken_frozen,Breeders Choice Dog Chicken & Vegetable Meat Loaf 400 g,0.4,kg,795,1987.5,,https://www.supermart.ng/products/breeders-choice-dog-chicken-vegetable-meat-loaf-400-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,chicken_frozen,Breeders Choice Dog Chicken Chunks In Jelly 400 g,0.4,kg,1275,3187.5,,https://www.supermart.ng/products/breeders-choice-dog-chicken-chunks-in-jelly-400-g,ok
Mon Aug 17 2026 00:00:00 GMT+0100 (West Africa Time),2026-08-17T06:27:53+01:00,NG,LA,city_online,food,supermart,A,chicken_frozen,Breeders Choice Puppy Chicken & Vegetable In Gravy 400 g,0.4,kg,1275,3187.5,,https://www.supermart.ng/products/breeders-choice-puppy-chicken-vegetable-in-gravy-400-g,ok
